,City,Cloudiness,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
396,babanusah,100,1581539664.0,78.0,-7.84,-79.15,75.2,10.29
397,babanusah,40,1581539664.0,70.0,15.0,-83.23,86.0,11.41
398,babanusah,100,1581539664.0,96.0,-15.27,-72.34,39.38,6.64
399,babanusah,0,,,,,,
400,babanusah,75,1581539664.0,68.0,71.0,24.66,32.0,21.92
401,babanusah,0,,,,,,
402,babanusah,49,1581539665.0,100.0,-35.17,173.17,72.0,6.29
403,babanusah,100,1581539665.0,94.0,59.14,68.9,7.99,8.46
404,babanusah,0,1581539668.0,11.0,20.2,1.01,73.18,14.61
405,babanusah,100,1581539525.0,82.0,59.38,143.3,-7.4,8.3
406,babanusah,1,1581539669.0,59.0,35.53,-108.74,39.2,6.93
407,babanusah,0,1581539669.0,78.0,3.78,72.97,82.69,17.98
408,babanusah,59,1581539669.0,60.0,25.21,64.64,73.53,12.03
409,babanusah,73,1581539437.0,62.0,66.94,-53.67,-3.46,9.01
410,babanusah,90,1581539670.0,93.0,-34.04,23.05,66.2,6.93
411,babanusah,75,1581539670.0,77.0,44.37,-100.35,8.01,25.28
412,babanusah,0,,,,,,
413,babanusah,48,1581539670.0,77.0,7.98,49.82,77.65,29.59
414,babanusah,86,1581539673.0,89.0,-7.6,110.82,74.1,4.56
415,babanusah,0,,,,,,
416,babanusah,40,1581539674.0,74.0,-6.38,-35.13,84.2,14.99
417,babanusah,0,1581539674.0,61.0,46.33,27.97,35.38,8.19
418,babanusah,47,1581539674.0,88.0,10.93,108.1,68.05,3.44
419,babanusah,20,1581539393.0,62.0,12.58,-81.7,86.0,13.87
420,babanusah,0,1581539675.0,31.0,29.97,40.21,46.4,9.17
421,babanusah,100,1581539675.0,97.0,53.73,119.77,-9.09,1.81
422,babanusah,79,1581539675.0,96.0,58.36,82.83,2.12,6.22
423,babanusah,88,1581539678.0,70.0,67.45,153.68,-26.18,6.22
424,babanusah,69,1581539679.0,92.0,-38.27,141.97,64.98,20.4
425,babanusah,20,1581539679.0,47.0,44.39,-68.2,39.0,5.82
426,babanusah,100,1581539679.0,93.0,67.57,30.48,27.19,7.11
427,babanusah,100,1581539430.0,77.0,43.75,-81.72,34.0,17.0
428,babanusah,81,1581539679.0,78.0,-21.34,55.48,80.6,4.7
429,babanusah,20,1581539680.0,79.0,47.38,-61.86,26.6,17.22
430,babanusah,0,,,,,,
431,babanusah,10,1581539680.0,88.0,4.25,103.42,80.6,4.7
432,babanusah,89,1581539445.0,38.0,-0.19,-74.78,91.74,3.11
433,babanusah,100,1581539684.0,79.0,-5.22,145.8,80.74,10.11
434,babanusah,74,1581539684.0,13.0,14.53,20.92,61.23,14.41
435,babanusah,75,1581539684.0,70.0,-0.95,-80.73,86.0,9.17
436,babanusah,1,1581539447.0,23.0,37.1,-113.58,52.0,5.82
437,babanusah,0,1581539684.0,47.0,29.97,32.53,58.5,5.26
438,babanusah,0,,,,,,
439,babanusah,75,1581539685.0,72.0,35.13,140.3,59.0,9.17
440,babanusah,57,1581539685.0,91.0,32.3,-9.24,54.66,5.84
441,babanusah,0,,,,,,
442,babanusah,20,1581539596.0,78.0,18.22,-63.06,77.0,13.87
443,babanusah,40,1581539689.0,56.0,50.1,-91.92,-13.0,8.05
444,babanusah,100,1581539490.0,94.0,-30.52,151.65,62.31,12.86
445,babanusah,0,1581539402.0,36.0,21.43,39.83,69.12,3.22
446,babanusah,54,1581539689.0,72.0,53.6,91.39,12.2,2.24
447,babanusah,1,1581539690.0,50.0,42.25,-75.83,41.0,6.93
448,babanusah,77,1581539690.0,37.0,39.82,109.98,31.26,6.71
449,babanusah,75,1581539690.0,93.0,35.37,132.77,51.8,3.36
450,babanusah,90,1581539561.0,85.0,49.78,-74.85,24.8,18.34
451,babanusah,0,,,,,,
452,babanusah,100,1581539694.0,71.0,42.13,-1.14,53.6,3.36
453,babanusah,75,1581539694.0,84.0,69.49,88.4,8.6,31.32
454,babanusah,100,1581539694.0,85.0,49.58,111.98,-1.7,6.55
455,babanusah,75,1581539694.0,84.0,69.35,87.76,8.6,31.32
456,babanusah,3,1581539695.0,94.0,30.51,117.05,51.24,0.36
457,babanusah,0,,,,,,
458,babanusah,100,1581539695.0,98.0,63.92,127.47,-16.06,5.66
459,babanusah,100,1581539695.0,54.0,27.92,96.17,57.13,2.93
460,babanusah,2,1581539698.0,62.0,2.93,11.98,72.03,2.89
461,babanusah,1,1581539432.0,15.0,36.04,-114.98,62.01,4.7
462,babanusah,100,1581539699.0,99.0,52.47,96.11,-6.5,1.81
463,babanusah,31,1581539699.0,84.0,40.55,42.0,4.32,8.84
464,babanusah,0,1581539699.0,41.0,11.78,-72.44,91.4,20.8
465,babanusah,100,1581539699.0,98.0,24.78,112.38,59.81,2.1
466,babanusah,86,1581539700.0,94.0,-4.94,122.53,74.71,2.19
467,babanusah,0,,,,,,
468,babanusah,99,1581539700.0,79.0,-14.9,50.28,81.09,9.08
469,babanusah,40,1581539538.0,93.0,35.04,33.98,54.0,4.7
470,babanusah,89,1581539704.0,73.0,-3.78,37.62,76.5,1.77
471,babanusah,30,1581539704.0,68.0,18.5,102.42,70.29,1.95
472,babanusah,90,1581539704.0,58.0,64.25,-15.21,24.8,18.34
473,babanusah,0,,,,,,
474,babanusah,100,1581539705.0,96.0,67.54,133.38,-22.25,2.01
475,babanusah,0,,,,,,
476,babanusah,0,,,,,,
477,babanusah,96,1581539705.0,88.0,-12.9,45.08,82.4,3.36
478,babanusah,1,1581539708.0,94.0,-21.15,149.2,79.0,9.17
479,babanusah,90,1581539709.0,78.0,33.19,-82.53,73.4,6.93
480,babanusah,75,1581539709.0,87.0,37.02,-7.93,61.0,9.17
481,babanusah,0,1581539709.0,79.0,4.75,-6.64,82.51,11.34
482,babanusah,87,1581539709.0,98.0,54.11,102.16,-1.01,2.75
483,babanusah,88,1581539710.0,65.0,-4.88,-66.9,86.32,2.91
484,babanusah,0,1581539710.0,70.0,54.3,110.3,-12.89,2.01
485,babanusah,68,1581539710.0,78.0,9.49,50.81,77.29,30.85
486,babanusah,100,1581539713.0,46.0,3.87,-67.92,92.19,2.21
487,babanusah,40,1581539713.0,53.0,-0.13,-67.09,95.0,3.36
488,babanusah,61,1581539714.0,80.0,60.4,-1.35,39.2,3.36
489,babanusah,88,1581539714.0,88.0,-20.57,164.28,78.24,4.32
490,babanusah,100,1581539714.0,82.0,4.14,96.13,81.18,5.26
491,babanusah,40,1581539714.0,100.0,1.45,125.18,73.4,4.7
492,babanusah,0,,,,,,
493,babanusah,2,1581539715.0,28.0,4.95,23.92,71.35,1.88
494,babanusah,0,1581539715.0,76.0,-20.32,118.57,80.56,9.75
495,babanusah,99,1581539715.0,92.0,-3.84,-62.06,81.63,2.53
496,babanusah,40,1581539715.0,78.0,-6.34,106.1,80.6,3.36
497,babanusah,65,1581539716.0,32.0,-33.3,-66.34,88.57,22.06
498,babanusah,0,,,,,,
499,babanusah,6,1581539716.0,76.0,5.1,73.07,81.95,12.66
500,babanusah,67,1581539716.0,82.0,55.06,-3.27,36.0,10.29
501,babanusah,0,1581539711.0,78.0,14.69,-17.44,82.4,9.17
502,babanusah,22,1581539717.0,52.0,42.12,118.78,33.26,5.3
503,babanusah,79,1581539717.0,92.0,-6.64,-51.99,79.59,1.63
504,babanusah,90,1581539717.0,70.0,64.86,-147.8,-0.99,4.7
505,babanusah,31,1581539720.0,40.0,17.02,54.09,73.4,26.4
506,babanusah,75,1581539563.0,68.0,46.76,-71.7,32.0,9.17
507,babanusah,90,1581539721.0,83.0,-21.64,-41.05,77.0,6.93
508,babanusah,0,,,,,,
509,babanusah,81,1581539721.0,78.0,-21.37,55.62,80.6,4.7
510,babanusah,40,1581539721.0,83.0,45.4,42.59,32.0,20.13
511,babanusah,1,1581539722.0,89.0,-2.89,-40.12,77.56,5.7
512,babanusah,40,1581539722.0,55.0,14.3,-91.92,89.6,16.11
513,babanusah,0,,,,,,
514,babanusah,100,1581539725.0,68.0,-11.38,43.28,83.93,3.87
515,babanusah,75,1581539726.0,55.0,2.82,-60.67,86.0,9.17
516,babanusah,99,1581539726.0,75.0,35.52,46.18,18.48,3.74
517,babanusah,0,,,,,,
518,babanusah,40,1581539726.0,49.0,38.89,-76.51,48.99,9.17
519,babanusah,90,1581539503.0,48.0,41.32,-73.09,45.0,10.29
520,babanusah,0,1581539718.0,100.0,-4.58,-81.27,62.6,14.99
521,babanusah,100,1581539727.0,93.0,-6.88,112.21,75.36,0.6
522,babanusah,0,,,,,,
523,babanusah,0,,,,,,
524,babanusah,100,1581539467.0,76.0,30.2,67.01,44.47,6.08
525,babanusah,93,1581539728.0,62.0,-9.09,-78.58,77.9,12.03
526,babanusah,20,1581539728.0,58.0,17.88,-76.41,86.0,28.86
527,babanusah,100,1581539728.0,98.0,6.7,101.62,71.98,3.47
528,babanusah,90,1581539728.0,100.0,-23.32,-46.22,73.0,4.7
529,babanusah,80,1581539729.0,57.0,-10.07,-78.15,79.09,8.72
530,babanusah,0,1581539493.0,38.0,-23.7,133.88,73.4,3.36
531,babanusah,77,1581539729.0,70.0,3.17,-52.32,80.24,4.09
532,babanusah,100,1581539732.0,95.0,43.51,123.51,35.62,9.42
533,babanusah,20,1581539733.0,41.0,69.22,-51.1,1.4,5.82
534,babanusah,0,1581539733.0,93.0,19.8,85.85,60.8,4.63
535,babanusah,88,1581539733.0,80.0,-5.04,18.82,75.76,1.52
536,babanusah,69,1581539733.0,94.0,58.43,29.37,30.6,6.11
537,babanusah,90,1581539733.0,60.0,41.3,-96.17,39.99,12.75
538,babanusah,40,1581539734.0,32.0,5.66,-67.62,98.6,11.41
539,babanusah,90,1581539045.0,64.0,39.63,-79.96,41.0,2.35
540,babanusah,59,1581539734.0,69.0,4.71,6.79,82.4,7.27
541,babanusah,90,1581539683.0,85.0,60.72,-135.05,21.99,23.04
542,babanusah,2,1581539734.0,87.0,24.6,94.03,47.01,0.81
543,babanusah,0,1581539735.0,17.0,27.85,-105.48,60.6,10.65
544,babanusah,78,1581539735.0,9.0,14.01,0.75,75.15,11.65
545,babanusah,38,1581539735.0,15.0,9.23,29.83,74.28,6.04
546,babanusah,40,1581539735.0,54.0,-7.8,-35.59,84.2,13.87
547,babanusah,40,1581539736.0,22.0,-51.62,-69.22,64.4,18.34
548,babanusah,33,1581539736.0,25.0,25.82,72.58,65.97,6.26
549,babanusah,0,1581539736.0,47.0,2.33,37.99,82.94,13.06
550,babanusah,40,1581539736.0,74.0,19.22,-104.7,84.2,11.41
551,babanusah,31,1581539739.0,83.0,-13.85,136.42,84.2,4.7
552,babanusah,90,1581539740.0,92.0,60.55,-151.26,26.01,10.29
553,babanusah,75,1581539740.0,86.0,62.58,6.13,35.01,27.51
554,babanusah,40,1581539740.0,74.0,66.15,-65.71,-23.8,4.7
555,babanusah,0,1581539740.0,23.0,32.87,59.22,28.4,4.7
556,babanusah,0,1581539740.0,70.0,11.28,-15.83,79.93,15.9
557,babanusah,42,1581539741.0,27.0,9.66,-68.58,95.9,1.5
558,babanusah,98,1581539741.0,19.0,18.69,12.92,59.68,3.71
559,babanusah,91,1581539741.0,82.0,0.13,117.5,79.68,12.24
560,babanusah,20,1581539741.0,55.0,37.57,-122.38,70.0,8.05
561,babanusah,100,1581539742.0,58.0,10.7,37.27,61.92,1.86
562,babanusah,75,1581539742.0,100.0,41.98,2.82,53.01,6.93
563,babanusah,90,1581539742.0,92.0,66.5,25.72,30.2,8.05
564,babanusah,6,1581539742.0,54.0,6.5,2.6,84.2,6.93
565,babanusah,100,1581539745.0,96.0,24.42,111.52,61.34,1.48
566,babanusah,100,1581539746.0,75.0,-0.91,122.88,81.03,8.75
567,babanusah,100,1581539746.0,83.0,46.34,42.28,36.18,20.67
568,babanusah,1,1581539746.0,100.0,37.57,126.98,44.6,1.12
569,babanusah,20,1581539746.0,82.0,26.45,91.44,60.8,1.57
570,babanusah,99,1581539747.0,89.0,8.0,124.29,73.0,3.0
571,babanusah,20,1581539450.0,60.0,64.18,-51.72,8.6,16.11
572,babanusah,0,1581539747.0,88.0,16.48,81.83,68.02,1.36
573,babanusah,90,1581539747.0,93.0,53.73,-7.8,37.4,18.34
574,babanusah,1,1581539747.0,58.0,27.58,-80.39,86.0,23.04
575,babanusah,65,1581539748.0,85.0,-20.23,164.02,81.84,13.85
576,babanusah,0,1581539748.0,87.0,56.35,78.36,-1.07,5.39
577,babanusah,1,1581539542.0,48.0,41.14,-73.36,45.0,8.05
578,babanusah,0,,,,,,
579,babanusah,59,1581539748.0,96.0,53.96,105.88,-10.5,2.64
580,babanusah,100,1581539675.0,73.0,-16.35,-53.76,84.2,2.93
581,babanusah,7,1581539749.0,93.0,11.0,122.67,71.67,8.25
582,babanusah,75,1581539749.0,83.0,5.28,115.24,78.8,5.82
583,babanusah,100,1581539752.0,20.0,26.59,12.78,60.46,4.34
584,babanusah,89,1581539753.0,81.0,-28.55,16.43,67.42,1.7
585,babanusah,0,1581539753.0,15.0,18.9,-3.53,76.12,9.62
586,babanusah,20,1581539530.0,32.0,37.34,-121.89,71.01,3.29
587,babanusah,25,1581539753.0,95.0,-2.53,112.95,73.89,1.36
588,babanusah,100,1581539754.0,93.0,58.77,47.96,16.68,7.92
589,babanusah,79,1581539754.0,16.0,-20.46,-66.83,72.55,13.56
590,babanusah,75,1581539542.0,97.0,69.65,18.96,32.0,11.41
591,babanusah,71,1581539754.0,92.0,9.73,77.3,70.12,3.24
592,babanusah,0,1581539757.0,87.0,43.8,143.89,27.36,5.95
593,babanusah,0,1581539758.0,73.0,-34.57,146.4,71.6,8.05
594,babanusah,0,1581539758.0,52.0,-36.72,-73.12,69.8,23.04
595,babanusah,100,1581539758.0,76.0,49.63,117.32,5.81,10.98
596,babanusah,5,1581539758.0,16.0,25.88,-103.62,75.2,12.75
597,babanusah,40,1581539759.0,72.0,-45.87,-67.5,62.6,8.05
598,babanusah,100,1581539759.0,82.0,-0.73,-47.85,80.92,18.92
599,babanusah,0,1581539759.0,100.0,44.3,15.85,48.99,4.7
600,babanusah,90,1581539762.0,100.0,22.28,113.57,68.0,3.36
601,babanusah,100,1581539763.0,79.0,70.37,31.11,26.6,31.09
602,babanusah,90,1581539763.0,92.0,36.53,37.95,28.4,8.05
603,babanusah,75,1581539763.0,94.0,-3.3,-60.62,78.8,2.24
604,babanusah,0,1581539763.0,84.0,15.73,79.28,69.67,2.98
605,babanusah,40,1581539764.0,55.0,33.47,-117.7,66.99,9.17
606,babanusah,0,,,,,,
